name,online_order,book_table,rate,votes,phone,location,rest_type,dish_liked,cuisines,cost for two,Cost For Person
saahib,No,No,3.9 out of 5,89,+91 8884509999,HSR,Quick Bites,"Mango Kulfi, Kulcha, Chole, Rice, Tandoori Chicken, Shahi Tukda, Paneer Wrap","Fast Food, Rolls",300,150.0
ammi's biryani,No,No,2.8 out of 5,114,080 39457777,HSR,Quick Bites,"Biryani, Rice","Biryani, North Indian",500,250.0
as on fire,Yes,No,3.8 out of 5,174,+91 9731111852,HSR,Quick Bites,"Chicken Drumsticks, Wood Fire Pizza, Thin Crust Pizza, Barbeque Chicken, Lime Soda, Veggie Pizza, Bbq Chicken","Pizza, Fast Food, BBQ",400,200.0
cafe madhura,Yes,No,3.8 out of 5,59,+91 9886666380,HSR,Quick Bites,"Idli, Coffee, Vada",South Indian,200,100.0
juicemaker,No,No,3.7 out of 5,68,+91 7760115486,HSR,"Quick Bites, Beverage Shop","Salads, Chicken Ceaser Salad, Sandwiches, Burrito Bowl, Shawarma, Sandwich","Beverages, Fast Food",400,200.0
chaat street,Yes,No,3.8 out of 5,192,"+91 9880655284
+91 9845075679",HSR,Quick Bites,"Chaat, Raj Kachori, Bhel Puri, Sev Puri, Pav Bhaji, Panipuri, Vada Pav","Street Food, North Indian",250,125.0
the fisherman's wharf,Yes,Yes,4.3 out of 5,4108,080 49653108,Sarjapur Road,"Casual Dining, Bar","Sea Food, Caesar Salad, Jumbo Prawns, Cocktails, Mocktails, Goan Fish Curry, Curry Crab","Seafood, Goan, North Indian, Continental, Asian",1400,700.0
opus club,No,Yes,4.5 out of 5,1508,"+91 8046444777
+91 7349734900",Sarjapur Road,Pub,"Biryani, Cocktails, Nachos, Mocktails, Long Island Iced Tea, Pasta, Paneer Tikka","Continental, Italian, North Indian, Mexican",1900,950.0
foxtrot - house of subculture,No,Yes,4.4 out of 5,366,080 49652660,Koramangala 3rd Block,"Cafe, Lounge","Cocktails, Fish, Momos, Mocktails, Seafood Risotto, Pizza, Chicken Lollipop","Cafe, American, Asian, North Indian",1000,500.0
barbeque nation,No,Yes,4.7 out of 5,3614,+91 8860216060,Koramangala 1st Block,Casual Dining,"Cocktails, Mutton Seekh, Tangdi Chicken, Mango Ice Cream, Biryani, Malai Kulfi, Fish","North Indian, European, Mediterranean, BBQ, Kebab",1600,800.0
opus food stories,No,Yes,4.6 out of 5,178,"+91 7349734900
00 08046444777",Sarjapur Road,"Bar, Casual Dining","Cocktails, Sunday Brunch, Rasmalai, Lunch Buffet, Biryani, Ravioli, Sunday Brunches","Goan, Asian, North Indian, European, Continental",1500,750.0
bistro claytopia,Yes,Yes,4.1 out of 5,1847,"080 43759392
+91 9834934359",Koramangala 1st Block,Cafe,"Burgers, Coffee, Cappuccino, Barbeque Burger, Sandwiches, Spinach Pasta, Sandwich","Cafe, American, Italian, Burger",600,300.0
little italy,Yes,Yes,4.3 out of 5,715,"+91 9538695000
080 48539052",Sarjapur Road,Casual Dining,"Pasta, Pizza, Enchiladas, Mushroom Soup, Salads, Mocktails, Salad","Italian, Pizza",1500,750.0
mimansa @ foxtrot,Yes,Yes,4.4 out of 5,190,"+91 9606485642
+91 9606485641",Koramangala 3rd Block,Cafe,"Pizza, Healthy Breakfast, Salads, Frittata, Salad, Carrot Halwa, Potato Fries",Cafe,1000,500.0
asia alive - doubletree suites by hilton,No,Yes,4.1 out of 5,238,"+91 8861301373
+91 8861306613",Sarjapur Road,Fine Dining,"Wine, Panna Cotta, Phad Thai, Fish, Salad, Salads, Vegetarian","Continental, Thai, Malaysian, Burmese, Korean, Vietnamese, Chinese, North Indian",2000,1000.0
the meal story,Yes,No,4.2 out of 5,258,"+91 7338139001
080 48650407",Sarjapur Road,Casual Dining,"Paratha, Chaat, Jalebi Rabri, Kheer, Pav Bhaji, Paneer Pakora, Raj Kachori","North Indian, Street Food",700,350.0
mani's dum biryani,Yes,No,3.9 out of 5,374,"080 43006111
+91 9606441692",Koramangala 1st Block,Casual Dining,"Vegetable Biryani, Chicken Biryani, Raita, Chicken Kebab, Hyderabadi Biryani, Fish Biryani, Paneer Biryani","Biryani, Kebab",750,375.0
tapout tavern,Yes,Yes,4.1 out of 5,326,"+91 8043703344
+91 9611157878",Sarjapur Road,"Casual Dining, Pub","Cocktails, Noodles, Chips, Shephards Pie, Lamb, Pizza, Mocktails","American, Asian, Continental, North Indian, South Indian, Chinese",1200,600.0
sr andhra spicy house,Yes,No,3.8 out of 5,240,080 41641414,Bommanahalli,Casual Dining,Biryani,Andhra,800,400.0
the alphaa,Yes,No,3.8 out of 5,272,"+91 8095090111
+91 8095090222",Bommanahalli,Casual Dining,"Lime Soda, Hyderabadi Biryani, Fish","Andhra, North Indian, Chinese, Biryani, Seafood",550,275.0
pingara,Yes,No,3.8 out of 5,93,"080 25631601
080 25979639",Koramangala 1st Block,Casual Dining,"Sea Food, Beer, Fish Thali, Fish Fry, Chicken Tikka, Neer Dosa","North Indian, Chinese, Mangalorean",550,275.0
melange - hotel ekaa,Yes,Yes,3.2 out of 5,427,"080 49343499
+91 9900033245",Electronic City,Casual Dining,"Anjal Masala Fry, Pasta, Veg Platter, Biryani, Jeera Rice, Murgh Ghee Roast, Sea Food","North Indian, Chinese, Continental, Mangalorean",900,450.0
sardarji ka dhaba,Yes,No,4.0 out of 5,754,"+91 9513530530
+91 9513530530",Hosur Road,Quick Bites,"Lassi, Punjabi Chicken, Paratha, Kadhai Murgh, Butter Naan, Lemon Chicken, Roti",North Indian,250,125.0
dande's hyderabad biryani,Yes,No,3.0 out of 5,255,"080 41667966
080 41636261",Bommanahalli,Casual Dining,"Non Veg Biryani, Fish","Biryani, North Indian, Chinese",550,275.0
spice it - ibis hotel,No,Yes,3.0 out of 5,74,"+91 7760976312
+91 7760976308",Bommanahalli,Casual Dining,Pasta,"Asian, Continental, European, Fast Food, North Indian, Mughlai, South Indian",1200,600.0
desi flavours,Yes,No,3.9 out of 5,121,+91 8197326836,Koramangala 1st Block,Quick Bites,"Chicken Biryani, Thali, Rolls, Ambur Biryani, Palak Paneer, Salad, Bhatti Ka Murgh","North Indian, Chinese, Biryani",400,200.0
the hub - ibis hotel,No,No,3.7 out of 5,51,"+91 7760976312
+91 7760976308",Bommanahalli,Bar,Salads,"Finger Food, Fast Food",1500,750.0
royal calcutta restaurant,Yes,No,4.0 out of 5,269,"00 08042097047
+91 7204137966",Koramangala 1st Block,Quick Bites,"Plain Paratha, Prawn, Chicken Biryani, Chicken Dak Bunglow, Chicken Masala, Roti, Aloo Posto","North Indian, Chinese, Bengali",450,225.0
chowpatty,Yes,No,3.6 out of 5,95,+91 9137367474,Koramangala 1st Block,Quick Bites,"Pav Bhaji, Dabeli, Paratha, Raj Kachori, Vada Pav","North Indian, Fast Food, Street Food",300,150.0
maa di hatti,Yes,No,2.8 out of 5,137,"+91 9513571091
+91 9513571090",Koramangala 1st Block,Quick Bites,"Saag, Veg Thali",North Indian,500,250.0
equinox bar - doubletree suites by hilton,No,Yes,3.9 out of 5,52,"+91 8861301373
+91 8861306613",Sarjapur Road,Lounge,Cocktails,"Continental, Thai, Vietnamese, American, Chinese, North Indian, Finger Food",1900,950.0
the hidden cafe,Yes,No,3.9 out of 5,95,"+91 9113257420
+91 9886310096",Koramangala 1st Block,Quick Bites,"Hyderabadi Biryani, Ginger Chicken","North Indian, Fast Food",350,175.0
mangala hotel,Yes,No,3.6 out of 5,96,"+91 9886998474
080 40944279",Koramangala 1st Block,Quick Bites,"Masala Dosa, Biryani, Chicken Stew, Tea, Appam, Paratha","Kerala, Chinese, North Indian",300,150.0
delhi food point,Yes,No,3.3 out of 5,910,+91 9844299630,Koramangala 1st Block,Quick Bites,"Jeera Rice, Corn Paratha, Paneer Bhurji, Gobhi Matar, Vegetarian, Sweet Lassi, Dal Fry","North Indian, Beverages",250,125.0
crunch pizzas,Yes,No,2.6 out of 5,473,"+91 9538258708
+91 8884908439",BTM,Quick Bites,"Pie, Thin Crust Pizza, Cheesy Pizza, Pepperoni Pizza, Paneer Pizza","Italian, Pizza",600,300.0
udupi upahara,No,No,3.7 out of 5,46,+91 9535555553,Koramangala 1st Block,Quick Bites,"Filter Coffee, Masala Dosa","South Indian, North Indian",300,150.0
aaharam,No,No,4.0 out of 5,65,+91 9206474090,Koramangala 1st Block,Quick Bites,"Chicken Noodle, Noodles, Paneer Lababdar, Paratha","Chinese, North Indian",350,175.0
chaiwala,Yes,No,3.1 out of 5,53,+91 8095855997,Koramangala 1st Block,Quick Bites,"Poha, Bread Omelette, Ginger Chai, Ginger Tea",Fast Food,100,50.0
biryani junction,Yes,No,2.3 out of 5,298,"+91 7259100504
+91 7259100489",Bommanahalli,Quick Bites,"Raita, Vegetable Biryani, Biryani Combo","Biryani, North Indian, Chinese",450,225.0
house of commons,No,Yes,4.7 out of 5,3573,080 45128819,HSR,Bar,"Spaghetti, Ghee Roast Mutton, Draft Beer, Pinacolada, Pizza, Cocktails, Craft Beer","Continental, Asian, North Indian",1000,500.0
hammered,No,No,NEW,0,080 45128705,HSR,"Bar, Casual Dining","Cocktails, Andhra Chilli Chicken, Bruschettas, Nachos, Beer, Pizza, Ravioli","North Indian, South Indian, Continental, Asian",1200,600.0
tbc sky lounge,No,Yes,4.7 out of 5,6745,+91 7338649944,HSR,"Casual Dining, Bar","Kulcha, Cocktails, Peri Peri Chicken, Masala Peanuts, Virgin Colada, Apple Pie, Sea Food","Continental, Asian, Italian, North Indian",1000,500.0
shift,Yes,Yes,4.2 out of 5,1884,080 49653439,HSR,"Lounge, Casual Dining","Paneer Steak, Peri Peri Pizza, Lamb Chops, Chicken Biryani, Cocktails, Mocktails, Kiwi Delight","Finger Food, Continental, North Indian",1500,750.0
hangover,Yes,Yes,4.3 out of 5,797,080 49652578,HSR,"Bar, Casual Dining","Cocktails, Long Island Iced Tea, Paneer Lababdar, Keema Pav, Nachos, Peri Peri Fries, Beer","Asian, Continental, Finger Food",1500,750.0
baar union,No,Yes,4.6 out of 5,634,080 49653440,HSR,"Bar, Pub","Masala Peanuts, Onion Rings, Cocktails, Biryani, Veg Momos, Pinacolada, Pakoda","Continental, Finger Food, Asian, Chinese",850,425.0
cirkus,No,Yes,4.3 out of 5,331,"+91 9686302222
+91 9686802222",HSR,"Bar, Casual Dining","Cocktails, Chicken Bbq Wings, Pasta, Feta Salad, Mocktails, Peri Peri Chicken Steak, Thai Green Curry","North Indian, Continental, Fast Food, Beverages, Pizza",1400,700.0
safe house,No,Yes,4.1 out of 5,1372,080 49652593,HSR,"Bar, Casual Dining","Prawn, Masala Peanuts, Honey Chilli Potatoes, Craft Beer, Mushroom Noodles, Cocktails, Pizza","Continental, North Indian, Chinese, Finger Food",900,450.0
opus club,No,Yes,4.5 out of 5,1508,"+91 8046444777
+91 7349734900",Sarjapur Road,Pub,"Biryani, Cocktails, Nachos, Mocktails, Long Island Iced Tea, Pasta, Paneer Tikka","Continental, Italian, North Indian, Mexican",1900,950.0
foxtrot - house of subculture,No,Yes,4.4 out of 5,366,080 49652660,Koramangala 3rd Block,"Cafe, Lounge","Cocktails, Fish, Momos, Mocktails, Seafood Risotto, Pizza, Chicken Lollipop","Cafe, American, Asian, North Indian",1000,500.0
tapout tavern,Yes,Yes,4.1 out of 5,326,"+91 8043703344
+91 9611157878",Sarjapur Road,"Casual Dining, Pub","Cocktails, Noodles, Chips, Shephards Pie, Lamb, Pizza, Mocktails","American, Asian, Continental, North Indian, South Indian, Chinese",1200,600.0
the hub - ibis hotel,No,No,3.7 out of 5,51,"+91 7760976312
+91 7760976308",Bommanahalli,Bar,Salads,"Finger Food, Fast Food",1500,750.0
hammered,No,No,NEW,0,080 45128705,HSR,"Bar, Casual Dining","Cocktails, Andhra Chilli Chicken, Bruschettas, Nachos, Beer, Pizza, Ravioli","North Indian, South Indian, Continental, Asian",1200,600.0
house of commons,No,Yes,4.7 out of 5,3573,080 45128819,HSR,Bar,"Spaghetti, Ghee Roast Mutton, Draft Beer, Pinacolada, Pizza, Cocktails, Craft Beer","Continental, Asian, North Indian",1000,500.0
baar union,No,Yes,4.6 out of 5,634,080 49653440,HSR,"Bar, Pub","Masala Peanuts, Onion Rings, Cocktails, Biryani, Veg Momos, Pinacolada, Pakoda","Continental, Finger Food, Asian, Chinese",850,425.0
tbc sky lounge,No,Yes,4.7 out of 5,6745,+91 7338649944,HSR,"Casual Dining, Bar","Kulcha, Cocktails, Peri Peri Chicken, Masala Peanuts, Virgin Colada, Apple Pie, Sea Food","Continental, Asian, Italian, North Indian",1000,500.0
hangover,Yes,Yes,4.3 out of 5,797,080 49652578,HSR,"Bar, Casual Dining","Cocktails, Long Island Iced Tea, Paneer Lababdar, Keema Pav, Nachos, Peri Peri Fries, Beer","Asian, Continental, Finger Food",1500,750.0
cirkus,No,Yes,4.3 out of 5,331,"+91 9686302222
+91 9686802222",HSR,"Bar, Casual Dining","Cocktails, Chicken Bbq Wings, Pasta, Feta Salad, Mocktails, Peri Peri Chicken Steak, Thai Green Curry","North Indian, Continental, Fast Food, Beverages, Pizza",1400,700.0
safe house,No,Yes,4.1 out of 5,1372,080 49652593,HSR,"Bar, Casual Dining","Prawn, Masala Peanuts, Honey Chilli Potatoes, Craft Beer, Mushroom Noodles, Cocktails, Pizza","Continental, North Indian, Chinese, Finger Food",900,450.0
the colony gastropub,No,Yes,4.1 out of 5,512,"+91 9731523151
+91 8792446647",HSR,"Casual Dining, Bar","Cocktails, Pizza, Mutton Curry, Bruschettas, Chilli Mushroom, Veg Starter, Long Island Iced Tea","Modern Indian, Continental",1200,600.0
napoli italian bistro,Yes,Yes,4.1 out of 5,1060,"080 22580999
+91 9343011648",HSR,"Casual Dining, Bar","Pasta, Pizza, Chocolate Bomb, Wine, Ginger Lime Mojito, Tiramisu, Watermelon Mojito","Italian, Mexican, Continental, Pizza",1200,600.0
mishmash,Yes,No,3.9 out of 5,1245,+91 8884999466,HSR,"Casual Dining, Bar","Cocktails, Tandoori Chicken, Paneer Tikka, Stuffed Mushroom, Pasta Alfredo, Mocktails, Salads","Mediterranean, Continental, North Indian, Mughlai, Salad",1400,700.0
lounge 189,No,No,3.8 out of 5,157,+91 9513888911,HSR,"Lounge, Bar","Cocktails, Watermelon Mojito, Orange Mojito, Steak, Fish, Long Island Iced Tea, Sauteed Vegetables","Continental, Italian",1300,650.0
the fisherman's wharf,Yes,Yes,4.3 out of 5,4108,080 49653108,Sarjapur Road,"Casual Dining, Bar","Sea Food, Caesar Salad, Jumbo Prawns, Cocktails, Mocktails, Goan Fish Curry, Curry Crab","Seafood, Goan, North Indian, Continental, Asian",1400,700.0
opus club,No,Yes,4.5 out of 5,1508,"+91 8046444777
+91 7349734900",Sarjapur Road,Pub,"Biryani, Cocktails, Nachos, Mocktails, Long Island Iced Tea, Pasta, Paneer Tikka","Continental, Italian, North Indian, Mexican",1900,950.0
opus food stories,No,Yes,4.6 out of 5,178,"+91 7349734900
00 08046444777",Sarjapur Road,"Bar, Casual Dining","Cocktails, Sunday Brunch, Rasmalai, Lunch Buffet, Biryani, Ravioli, Sunday Brunches","Goan, Asian, North Indian, European, Continental",1500,750.0
tapout tavern,Yes,Yes,4.1 out of 5,326,"+91 8043703344
+91 9611157878",Sarjapur Road,"Casual Dining, Pub","Cocktails, Noodles, Chips, Shephards Pie, Lamb, Pizza, Mocktails","American, Asian, Continental, North Indian, South Indian, Chinese",1200,600.0
the hub - ibis hotel,No,No,3.7 out of 5,51,"+91 7760976312
+91 7760976308",Bommanahalli,Bar,Salads,"Finger Food, Fast Food",1500,750.0
the kebab room - restaurant & brewery,No,Yes,4.0 out of 5,773,080 49653060,Indiranagar,"Casual Dining, Microbrewery","Biryani, Beer, Phirni, Paneer Tikka, Raita, Dahi Ke Kebab, Fish","Mughlai, North Indian",1000,500.0
peacock,Yes,Yes,3.9 out of 5,847,080 49653000,Indiranagar,Casual Dining,"Mutton Roganjosh, Mango Mousse, Sev Puri, Kadai Paneer, Butter Chicken, Mocktails, Chicken Biryani","North Indian, BBQ, Mughlai",1200,600.0
big pitcher,No,Yes,4.7 out of 5,9021,080 49652494,Old Airport Road,"Pub, Microbrewery","Beer, Cocktails, Tiramisu, Tawa Chicken, Mocktails, Chicken Satay, Sea Food","American, Continental, North Indian, Mediterranean",1800,900.0
barbeque nation,No,Yes,4.7 out of 5,7152,+91 8064806060,Indiranagar,Casual Dining,"Mutton Curry, Tender Coconut Payasam, Mutton Seekh Kebab, Kulfi, Kheer, Chicken Biryani, Brownie","North Indian, European, Mediterranean, BBQ, Kebab",1600,800.0
loft38,No,Yes,4.3 out of 5,3586,080 49337555,Indiranagar,"Lounge, Casual Dining","Cocktails, Mushroom Pizza, Pork Ribs, Mocktails, Nachos, Sea Food, Long Island Iced Tea","Continental, American, Asian, North Indian, Burger",2100,1050.0
urban tamaasha,Yes,Yes,4.1 out of 5,840,"+91 9513951515
+91 9606082474",Indiranagar,Casual Dining,"Virgin Mojito, Pasta Alfredo, Mocktails, Mutton Boti Kebab, Chelo Kebab, Diwani Handi, Dragon Rolls","North Indian, Chinese, Continental",1200,600.0
mainland china,Yes,Yes,4.4 out of 5,1507,080 49652961,Indiranagar,Casual Dining,"Basil Chicken, Lunch Buffet, Chicken Tom Yum Soup, Sweet Corn Soup, Singapore Noodles, Chicken Dim Sum, Chicken Wings","Chinese, Momos",1700,850.0
little italy,Yes,Yes,4.3 out of 5,3275,"080 25207171
080 25207272",Indiranagar,Casual Dining,"Pasta, Caesar Salad, Wood Fire Pizza, Chocolate Bomb, Ravioli, Cocktails, Mocktails","Italian, Pizza, Mexican",1400,700.0
dhaba - estd 1986 delhi,Yes,Yes,4.4 out of 5,1414,"080 48536713
+91 8884498122",Indiranagar,"Casual Dining, Bar","Gajar Halwa, Shikanji, Kheer, Lunch Buffet, Dal Makhani, Panner Tikka, Butter Chicken",North Indian,1100,550.0
pasta street,Yes,Yes,4.5 out of 5,1614,"080 48504242
080 48501500",Indiranagar,Casual Dining,"Pasta, Pizza, Garlic Bread, Ravioli, Orange Mojito, Chicken Calzone, Mocktails","Italian, Pizza, Salad",1300,650.0
southindies,No,Yes,4.1 out of 5,1224,"080 41636363
080 41636362",Indiranagar,Casual Dining,"Pongal, Appam, Elaneer Payasam, Gulab Jamun, Rava Idli, Veg Buffet, Lunch Buffet","South Indian, Chettinad, Kerala, Sri Lankan",800,400.0
oye amritsar,Yes,Yes,3.9 out of 5,1432,"+91 9036098911
080 41232111",Indiranagar,Casual Dining,"Paneer Makhani, Chaat, Jalebi, Hara Bhara Kabab, Makke Ki Roti, Punjabi Lassi, Rabri",North Indian,1000,500.0
cafe max,No,No,4.3 out of 5,1651,080 41200469,Indiranagar,"Cafe, Casual Dining","Pasta, Wine, Mocktails, Coffee, Virgin Mojito, Salads, Sangria","Cafe, Continental, Italian, German, French, Spanish",1300,650.0
empire restaurant,Yes,No,4.2 out of 5,8176,080 45128757,Indiranagar,Casual Dining,"Dum Biryani, Fiery Chicken, Butter Chicken, Pepper Chicken, Paneer Tikka Masala, Chicken Grill, Corn Paratha","North Indian, Mughlai, South Indian, Chinese",750,375.0
china bistro & lounge,Yes,Yes,4.4 out of 5,79,080 33512998,Indiranagar,Casual Dining,"Cocktails, Sushi, Lobster Dumplings, Cheesecake","Asian, Chinese, Thai, Korean",1600,800.0
aagaman veg,Yes,No,4.0 out of 5,555,"080 40956662
080 40926663",Indiranagar,Casual Dining,"Jalebi, Lunch Buffet, Dal Kichadi, Panneer Butter Masala, Crispy Corn, Dal Makhani, Gulab Jamun","North Indian, Chinese, South Indian",900,450.0
byblos,Yes,Yes,4.2 out of 5,1345,"080 25200411
080 41605027",Indiranagar,Casual Dining,"Pita Bread, Shawarma, Falafel, Baklava, Chicken Kebab, Rice Pudding, Fattoush","Lebanese, Arabian, Middle Eastern, Salad, Beverages",1700,850.0
the restaurant - coorg,No,Yes,4.3 out of 5,504,"+91 9448200122
+91 9008100544",Indiranagar,Casual Dining,"Pandi Curry, Caramel Custard, Coconut Souffle, Chicken Curry, Akki Rottis, Pork Curry, Set Menu",South Indian,1100,550.0
copper chimney,Yes,Yes,4.1 out of 5,80,"+91 8043757714
+91 8043757715",Indiranagar,Casual Dining,"Chura Paratha, Mocktails, Phirni, Shikanji, Soan Papdi","North Indian, Biryani",1200,600.0
zaica dine & wine,Yes,Yes,4.0 out of 5,1013,"+91 9731333833
080 41201745",Indiranagar,Casual Dining,"Chocolate Pani Puri, Butter Chicken, Gajar Halwa, Keema Pav, Mocktails, Raj Kachori, Biryani",North Indian,1200,600.0
annapoorani,No,No,3.9 out of 5,434,"080 25252288
+91 9845044470",Indiranagar,Casual Dining,"Filter Coffee, Deluxe Thali, Jolada Rotti, Ghee Roast Dosa, Pongal, Idiyappam, Akki Rottis",South Indian,400,200.0
srinathji's,Yes,Yes,3.6 out of 5,592,"+91 8105886845
+91 9110651171",Indiranagar,Casual Dining,"Palak Khichdi, Hyderabadi Biryani, Seekh Kebab, Chole, Naan, Chaat, Fries","Biryani, Chinese, Continental, North Indian, Pizza",850,425.0
raaga,Yes,Yes,3.8 out of 5,297,"080 25250235
+91 9341217011",Indiranagar,Casual Dining,"Panner Tikka, Chicken Biryani, Gajar Ka Halwa, Thali, Lunch Buffet, Raita, Tandoori Aloo","North Indian, Chinese, Continental",1200,600.0
sidewalk cafe & bar - the paul bangalore,Yes,Yes,4.2 out of 5,217,"080 40477777
+91 9902010385",Domlur,Casual Dining,"Beer, Mocktails, Vada, Pancakes, Waffles, Pasta, Appam","European, Italian, Asian",1500,750.0
the hub & the bar - hotel ramada encore,No,No,4.0 out of 5,115,"080 40602020
+91 9686692191",Domlur,"Casual Dining, Bar","Sandwiches, Lunch Buffet, Biryani, Gulab Jamun, Breakfast Buffet, Pasta, Vada","North Indian, Continental, Chinese, European",1700,850.0
the paramount hotel,Yes,No,2.9 out of 5,319,"+91 9743520000
+91 9743530000",Domlur,Casual Dining,"Egg Paratha, Tangdi Kabab, Butter Chicken, Ghee Rice, Faluda, Shawarma, Chicken Kebab","North Indian, Chinese, Kerala, Mughlai, Arabian, Beverages",1000,500.0
avanti indian barbeque & grill,No,No,3.4 out of 5,46,"+91 9845285084
080 66666333",Domlur,Casual Dining,Garlic Naan,North Indian,1100,550.0
citrus - the leela palace,No,Yes,4.2 out of 5,589,080 25211234,Old Airport Road,Fine Dining,"Salad, Steak, Rasgulla, Pizza, Salads, Waffles, Sunday Brunch","North Indian, Italian, Asian, Continental, Mediterranean",3500,1750.0
rim naam - the oberoi,No,No,4.6 out of 5,979,080 25585858,MG Road,Fine Dining,"Seafood Soup, Mocktails, Mushroom Salad, Wine, Jasmine Rice, Som Tam, Thai Red Curry",Thai,3000,1500.0
the tao terraces,Yes,Yes,4.0 out of 5,1904,080 49653408,MG Road,Casual Dining,"Salads, Cocktails, Khao Suey, Jumbo Prawns, Veg Sushi, Espresso Martini, Tom Yum Soup","Thai, Japanese, Korean, Burmese, Chinese",2100,1050.0
caraway kitchen - conrad bengaluru,No,Yes,4.3 out of 5,145,"+91 8884358678
+91 8884463288",Ulsoor,Fine Dining,"Pasta, Pancakes, Pizza, Fish, Chaat","American, Continental, North Indian, South Indian",2800,1400.0
